episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_faulty_episodes,num_healthy_workers,num_in_flight_async_reqs,num_remote_worker_restarts,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,num_env_steps_sampled_throughput_per_sec,num_env_steps_trained_throughput_per_sec,timesteps_total,num_steps_trained_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,sampler_results/episode_reward_max,sampler_results/episode_reward_min,sampler_results/episode_reward_mean,sampler_results/episode_len_mean,sampler_results/episodes_this_iter,sampler_results/num_faulty_episodes,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,connector_metrics/StateBufferConnector_ms,connector_metrics/ViewRequirementAgentConnector_ms,timers/training_iteration_time_ms,timers/sample_time_ms,timers/synch_weights_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,sampler_results/hist_stats/episode_reward,sampler_results/hist_stats/episode_lengths,sampler_results/sampler_perf/mean_raw_obs_processing_ms,sampler_results/sampler_perf/mean_inference_ms,sampler_results/sampler_perf/mean_action_processing_ms,sampler_results/sampler_perf/mean_env_wait_ms,sampler_results/sampler_perf/mean_env_render_ms,sampler_results/connector_metrics/StateBufferConnector_ms,sampler_results/connector_metrics/ViewRequirementAgentConnector_ms,info/learner/__all__/num_agent_steps_trained,info/learner/__all__/num_env_steps_trained,info/learner/__all__/total_loss,info/learner/default_policy/total_loss,info/learner/default_policy/policy_loss,info/learner/default_policy/vf_loss,info/learner/default_policy/vf_loss_unclipped,info/learner/default_policy/vf_explained_var,info/learner/default_policy/entropy,info/learner/default_policy/mean_kl_loss,info/learner/default_policy/gradients_default_optimizer_global_norm,info/learner/default_policy/default_optimizer_lr,info/learner/default_policy/curr_lr,info/learner/default_policy/curr_entropy_coeff,info/learner/default_policy/curr_kl_coeff
7.929000000000002,5.040000000000002,6.484500000000002,231.5,2,0,2,0,0,510,0,512,0,512,0,6.643466632142032,0.0,512,0,510,False,2,1,default,2025-12-19_17-18-50,1766135930,77.07039022445679,77.07039022445679,290684,platform10-server,100.99.95.105,77.07039022445679,1,512,0,510,0,7.929000000000002,5.040000000000002,6.484500000000002,231.5,2,0,"[7.929000000000002, 5.040000000000002]","[234, 229]",0.4390315786873784,1.1899642907227987,0.08404579607893056,5.016123738270325,0.0,0.0037908554077148438,0.2447962760925293,77068.119,3473.177,56.182,512,0,510,0,94.14727272727274,15.870909090909093,"[7.929000000000002, 5.040000000000002]","[234, 229]",0.4390315786873784,1.1899642907227987,0.08404579607893056,5.016123738270325,0.0,0.0037908554077148438,0.2447962760925293,64.0,510.0,-0.02474311338737607,-0.02474311338737607,-0.04155124160461128,0.07472108172732987,0.07472108172732987,-0.09282832890748978,2.1664677262306213,0.0014716104143948083,0.22718332689255477,0.00020000000000000004,0.0002,0.001,0.10000000149011612
7.929000000000002,5.040000000000002,6.154250000000003,233.75,2,0,2,0,0,1022,0,1024,0,512,0,6.665924510038634,0.0,1024,0,1022,False,4,2,default,2025-12-19_17-20-10,1766136010,76.81033325195312,153.8807234764099,290684,platform10-server,100.99.95.105,153.8807234764099,2,1024,0,1022,0,7.929000000000002,5.040000000000002,6.154250000000003,233.75,2,0,"[7.929000000000002, 5.040000000000002, 5.065999999999997, 6.582000000000007]","[234, 229, 233, 239]",0.43955580488594076,1.1820050540759466,0.08391752725951689,5.003368727212779,0.0,0.0037610530853271484,0.2387702465057373,76938.3,3445.181,50.865,1024,0,1022,0,91.92300884955752,15.838938053097348,"[7.929000000000002, 5.040000000000002, 5.065999999999997, 6.582000000000007]","[234, 229, 233, 239]",0.43955580488594076,1.1820050540759466,0.08391752725951689,5.003368727212779,0.0,0.0037610530853271484,0.2387702465057373,64.0,512.0,-0.03801406582351774,-0.03801406582351774,-0.04672604252118617,0.042637328943237664,0.042637328943237664,-0.10918533429503441,2.197794009745121,0.0025044194425987596,0.2587443716824055,0.00020000000000000004,0.0002,0.001,0.05000000074505806
13.535,5.040000000000002,8.197333333333335,222.33333333333334,2,0,2,0,0,1534,0,1536,0,512,0,6.621756012103028,0.0,1536,0,1534,False,6,3,default,2025-12-19_17-21-27,1766136087,77.32312345504761,231.20384693145752,290684,platform10-server,100.99.95.105,231.20384693145752,3,1536,0,1534,0,13.535,5.040000000000002,8.197333333333335,222.33333333333334,2,0,"[7.929000000000002, 5.040000000000002, 5.065999999999997, 6.582000000000007, 11.031999999999998, 13.535]","[234, 229, 233, 239, 230, 169]",0.43920561938348057,1.1780564231584238,0.08365272948084941,4.9978983344114125,0.0,0.0036438306172688804,0.23891131083170572,77065.808,3438.029,51.449,1536,0,1534,0,95.0527272727273,16.015454545454542,"[7.929000000000002, 5.040000000000002, 5.065999999999997, 6.582000000000007, 11.031999999999998, 13.535]","[234, 229, 233, 239, 230, 169]",0.43920561938348057,1.1780564231584238,0.08365272948084941,4.9978983344114125,0.0,0.0036438306172688804,0.23891131083170572,64.0,512.0,0.07277756953408243,0.07277756953408243,-0.02902887014206499,0.4155109388171695,1.0324129713117145,-0.0029864713549613954,2.170753465592861,0.001989060043280233,0.32784553384408355,0.00020000000000000004,0.0002,0.001,0.02500000037252903
13.535,5.040000000000002,8.882125000000004,223.75,2,0,2,0,0,2046,0,2048,0,512,0,6.614924150130098,0.0,2048,0,2046,False,8,4,default,2025-12-19_17-22-45,1766136165,77.40248584747314,308.60633277893066,290684,platform10-server,100.99.95.105,308.60633277893066,4,2048,0,2046,0,13.535,5.040000000000002,8.882125000000004,223.75,2,0,"[7.929000000000002, 5.040000000000002, 5.065999999999997, 6.582000000000007, 11.031999999999998, 13.535, 13.412000000000011, 8.46100000000001]","[234, 229, 233, 239, 230, 169, 226, 230]",0.4385839322760644,1.175684336408065,0.08348097492763282,4.995296164257731,0.0,0.003591179847717285,0.23688971996307373,77149.53,3434.723,49.259,2048,0,2046,0,94.97927927927928,16.096396396396386,"[7.929000000000002, 5.040000000000002, 5.065999999999997, 6.582000000000007, 11.031999999999998, 13.535, 13.412000000000011, 8.46100000000001]","[234, 229, 233, 239, 230, 169, 226, 230]",0.4385839322760644,1.175684336408065,0.08348097492763282,4.995296164257731,0.0,0.003591179847717285,0.23688971996307373,64.0,512.0,-0.023024959303438664,-0.023024959303438664,-0.0604267890448682,0.15732948551885784,0.15732948551885784,0.17454393729567527,2.137933795154095,0.008295809877185433,0.4205636678263545,0.00020000000000000004,0.0002,0.001,0.02500000037252903
16.018,5.040000000000002,9.682700000000002,224.9,2,0,2,0,0,2558,0,2560,0,512,0,6.694046605332877,0.0,2560,0,2558,False,10,5,default,2025-12-19_17-24-01,1766136241,76.48805809020996,385.0943908691406,290684,platform10-server,100.99.95.105,385.0943908691406,5,2560,0,2558,0,16.018,5.040000000000002,9.682700000000002,224.9,2,0,"[7.929000000000002, 5.040000000000002, 5.065999999999997, 6.582000000000007, 11.031999999999998, 13.535, 13.412000000000011, 8.46100000000001, 16.018, 9.751999999999997]","[234, 229, 233, 239, 230, 169, 226, 230, 226, 233]",0.4385872596599943,1.1750187038731421,0.08340999966985993,4.994361739688612,0.0,0.0037479400634765625,0.2370738983154297,77016.782,3438.638,53.078,2560,0,2558,0,94.87339449541284,16.09999999999999,"[7.929000000000002, 5.040000000000002, 5.065999999999997, 6.582000000000007, 11.031999999999998, 13.535, 13.412000000000011, 8.46100000000001, 16.018, 9.751999999999997]","[234, 229, 233, 239, 230, 169, 226, 230, 226, 233]",0.4385872596599943,1.1750187038731421,0.08340999966985993,4.994361739688612,0.0,0.0037479400634765625,0.2370738983154297,64.0,512.0,-0.018134258221834898,-0.018134258221834898,-0.057281216233968736,0.1642441678326577,0.1642441678326577,0.3550074301660061,2.1358999416232107,0.008872768711084689,0.5636404721066356,0.00020000000000000004,0.0002,0.001,0.02500000037252903
21.1,5.040000000000002,11.120769230769232,219.30769230769232,3,0,2,0,0,3070,0,3072,0,512,0,6.712578347326058,0.0,3072,0,3070,False,13,6,default,2025-12-19_17-25-17,1766136317,76.27640867233276,461.3707995414734,290684,platform10-server,100.99.95.105,461.3707995414734,6,3072,0,3070,0,21.1,5.040000000000002,11.120769230769232,219.30769230769232,3,0,"[7.929000000000002, 5.040000000000002, 5.065999999999997, 6.582000000000007, 11.031999999999998, 13.535, 13.412000000000011, 8.46100000000001, 16.018, 9.751999999999997, 16.929000000000006, 9.713999999999999, 21.1]","[234, 229, 233, 239, 230, 169, 226, 230, 226, 233, 226, 233, 143]",0.43897526802937725,1.1730987997427471,0.0832478636524261,4.991749860898599,0.0,0.003704657921424279,0.23769048544076773,76893.099,3437.452,52.043,3072,0,3070,0,94.89351851851852,16.099999999999994,"[7.929000000000002, 5.040000000000002, 5.065999999999997, 6.582000000000007, 11.031999999999998, 13.535, 13.412000000000011, 8.46100000000001, 16.018, 9.751999999999997, 16.929000000000006, 9.713999999999999, 21.1]","[234, 229, 233, 239, 230, 169, 226, 230, 226, 233, 226, 233, 143]",0.43897526802937725,1.1730987997427471,0.0832478636524261,4.991749860898599,0.0,0.003704657921424279,0.23769048544076773,64.0,512.0,0.11597731774672866,0.11597731774672866,-0.043147299031261355,0.6433276836760342,0.8813640032894909,0.3699693813920021,1.9512414306402206,0.00975761956271839,0.7518099358305335,0.00020000000000000004,0.0002,0.001,0.02500000037252903
28.52899999999999,5.040000000000002,12.700941176470591,197.11764705882354,4,0,2,0,0,3582,0,3584,0,512,0,6.810803894137463,0.0,3584,0,3582,False,17,7,default,2025-12-19_17-26-36,1766136396,75.1769871711731,536.5477867126465,290684,platform10-server,100.99.95.105,536.5477867126465,7,3584,0,3582,0,28.52899999999999,5.040000000000002,12.700941176470591,197.11764705882354,4,0,"[7.929000000000002, 5.040000000000002, 5.065999999999997, 6.582000000000007, 11.031999999999998, 13.535, 13.412000000000011, 8.46100000000001, 16.018, 9.751999999999997, 16.929000000000006, 9.713999999999999, 21.1, 28.52899999999999, 12.318999999999999, 16.465000000000003, 14.033000000000001]","[234, 229, 233, 239, 230, 169, 226, 230, 226, 233, 226, 233, 143, 234, 71, 101, 94]",0.44013915741363635,1.170700845956896,0.08303608144999364,4.986349524956654,0.0,0.0036351821001838237,0.23734429303337545,76647.601,3431.246,53.099,3584,0,3582,0,91.75585585585587,16.09999999999999,"[7.929000000000002, 5.040000000000002, 5.065999999999997, 6.582000000000007, 11.031999999999998, 13.535, 13.412000000000011, 8.46100000000001, 16.018, 9.751999999999997, 16.929000000000006, 9.713999999999999, 21.1, 28.52899999999999, 12.318999999999999, 16.465000000000003, 14.033000000000001]","[234, 229, 233, 239, 230, 169, 226, 230, 226, 233, 226, 233, 143, 234, 71, 101, 94]",0.44013915741363635,1.170700845956896,0.08303608144999364,4.986349524956654,0.0,0.0036351821001838237,0.23734429303337545,64.0,512.0,0.3217258456745185,0.3217258456745185,-0.04655966974678449,1.4800636964850127,2.1048925424925984,0.3066647745668888,1.9697973862290383,0.009575527249873516,1.189389749802649,0.00020000000000000004,0.0002,0.001,0.02500000037252903
28.52899999999999,5.040000000000002,13.859047619047622,187.23809523809524,4,0,2,0,0,4094,0,4096,0,512,0,6.664047310472431,0.0,4096,0,4094,False,21,8,default,2025-12-19_17-27-52,1766136472,76.8320701122284,613.3798568248749,290684,platform10-server,100.99.95.105,613.3798568248749,8,4096,0,4094,0,28.52899999999999,5.040000000000002,13.859047619047622,187.23809523809524,4,0,"[7.929000000000002, 5.040000000000002, 5.065999999999997, 6.582000000000007, 11.031999999999998, 13.535, 13.412000000000011, 8.46100000000001, 16.018, 9.751999999999997, 16.929000000000006, 9.713999999999999, 21.1, 28.52899999999999, 12.318999999999999, 16.465000000000003, 14.033000000000001, 23.50200000000001, 16.424, 17.306000000000004, 17.892]","[234, 229, 233, 239, 230, 169, 226, 230, 226, 233, 226, 233, 143, 234, 71, 101, 94, 199, 110, 116, 156]",0.4411264172056889,1.1706511560251733,0.08302651152803271,4.984659533171429,0.0,0.003608067830403646,0.23734683082217262,76670.42,3432.837,52.316,4096,0,4094,0,94.70183486238531,16.09999999999999,"[7.929000000000002, 5.040000000000002, 5.065999999999997, 6.582000000000007, 11.031999999999998, 13.535, 13.412000000000011, 8.46100000000001, 16.018, 9.751999999999997, 16.929000000000006, 9.713999999999999, 21.1, 28.52899999999999, 12.318999999999999, 16.465000000000003, 14.033000000000001, 23.50200000000001, 16.424, 17.306000000000004, 17.892]","[234, 229, 233, 239, 230, 169, 226, 230, 226, 233, 226, 233, 143, 234, 71, 101, 94, 199, 110, 116, 156]",0.4411264172056889,1.1706511560251733,0.08302651152803271,4.984659533171429,0.0,0.003608067830403646,0.23734683082217262,64.0,512.0,0.37876965827308595,0.37876965827308595,-0.04029720358084887,1.6829551508650185,2.202630860172212,0.24766631424427032,1.8846797361969947,0.008510193094345198,1.0678818937391044,0.00020000000000000004,0.0002,0.001,0.02500000037252903
28.52899999999999,5.040000000000002,14.537640000000001,175.44,4,0,2,0,0,4606,0,4608,0,512,0,6.700575198915851,0.0,4608,0,4606,False,25,9,default,2025-12-19_17-29-09,1766136549,76.41328072547913,689.793137550354,290684,platform10-server,100.99.95.105,689.793137550354,9,4608,0,4606,0,28.52899999999999,5.040000000000002,14.537640000000001,175.44,4,0,"[7.929000000000002, 5.040000000000002, 5.065999999999997, 6.582000000000007, 11.031999999999998, 13.535, 13.412000000000011, 8.46100000000001, 16.018, 9.751999999999997, 16.929000000000006, 9.713999999999999, 21.1, 28.52899999999999, 12.318999999999999, 16.465000000000003, 14.033000000000001, 23.50200000000001, 16.424, 17.306000000000004, 17.892, 21.587, 18.619000000000007, 13.507, 18.688000000000002]","[234, 229, 233, 239, 230, 169, 226, 230, 226, 233, 226, 233, 143, 234, 71, 101, 94, 199, 110, 116, 156, 159, 104, 73, 118]",0.44197414599747176,1.170480743573983,0.08300664233746727,4.982669668748966,0.0,0.0035800933837890625,0.23729324340820312,76641.631,3429.804,51.604,4608,0,4606,0,94.997247706422,16.09999999999999,"[7.929000000000002, 5.040000000000002, 5.065999999999997, 6.582000000000007, 11.031999999999998, 13.535, 13.412000000000011, 8.46100000000001, 16.018, 9.751999999999997, 16.929000000000006, 9.713999999999999, 21.1, 28.52899999999999, 12.318999999999999, 16.465000000000003, 14.033000000000001, 23.50200000000001, 16.424, 17.306000000000004, 17.892, 21.587, 18.619000000000007, 13.507, 18.688000000000002]","[234, 229, 233, 239, 230, 169, 226, 230, 226, 233, 226, 233, 143, 234, 71, 101, 94, 199, 110, 116, 156, 159, 104, 73, 118]",0.44197414599747176,1.170480743573983,0.08300664233746727,4.982669668748966,0.0,0.0035800933837890625,0.23729324340820312,64.0,512.0,0.3860592405748321,0.3860592405748321,-0.04605811582878232,1.734485436603427,2.4699193086475133,0.4024714596569538,1.7843026235699653,0.011212043825645423,1.4609212003648282,0.00020000000000000004,0.0002,0.001,0.02500000037252903
28.52899999999999,5.040000000000002,15.212387096774195,162.8709677419355,6,0,2,0,0,5118,0,5120,0,512,0,6.68469247431871,0.0,5120,0,5118,False,31,10,default,2025-12-19_17-30-25,1766136625,76.5950288772583,766.3881664276123,290684,platform10-server,100.99.95.105,766.3881664276123,10,5120,0,5118,0,28.52899999999999,5.040000000000002,15.212387096774195,162.8709677419355,6,0,"[7.929000000000002, 5.040000000000002, 5.065999999999997, 6.582000000000007, 11.031999999999998, 13.535, 13.412000000000011, 8.46100000000001, 16.018, 9.751999999999997, 16.929000000000006, 9.713999999999999, 21.1, 28.52899999999999, 12.318999999999999, 16.465000000000003, 14.033000000000001, 23.50200000000001, 16.424, 17.306000000000004, 17.892, 21.587, 18.619000000000007, 13.507, 18.688000000000002, 22.32, 17.329, 20.325000000000006, 16.668000000000003, 15.139, 16.362000000000002]","[234, 229, 233, 239, 230, 169, 226, 230, 226, 233, 226, 233, 143, 234, 71, 101, 94, 199, 110, 116, 156, 159, 104, 73, 118, 131, 88, 131, 152, 72, 89]",0.44345374848360075,1.1701115858508702,0.08295700678097154,4.979403354039734,0.0,0.003578585963095388,0.2371457315260364,76636.755,3427.234,51.127,5120,0,5118,0,95.04770642201836,16.09999999999999,"[7.929000000000002, 5.040000000000002, 5.065999999999997, 6.582000000000007, 11.031999999999998, 13.535, 13.412000000000011, 8.46100000000001, 16.018, 9.751999999999997, 16.929000000000006, 9.713999999999999, 21.1, 28.52899999999999, 12.318999999999999, 16.465000000000003, 14.033000000000001, 23.50200000000001, 16.424, 17.306000000000004, 17.892, 21.587, 18.619000000000007, 13.507, 18.688000000000002, 22.32, 17.329, 20.325000000000006, 16.668000000000003, 15.139, 16.362000000000002]","[234, 229, 233, 239, 230, 169, 226, 230, 226, 233, 226, 233, 143, 234, 71, 101, 94, 199, 110, 116, 156, 159, 104, 73, 118, 131, 88, 131, 152, 72, 89]",0.44345374848360075,1.1701115858508702,0.08295700678097154,4.979403354039734,0.0,0.003578585963095388,0.2371457315260364,64.0,512.0,0.5462503196671605,0.5462503196671605,-0.036379688512533905,2.3365937121212483,3.932360813766718,0.09159897044301032,1.7814982503652572,0.010523091176578703,2.055310294777155,0.00020000000000000004,0.0002,0.001,0.02500000037252903
